bin_left,bin_right,prob
-23.02663907502299,-21.27122469477322,0.0
-21.27122469477322,-19.51581031452345,0.0
-19.51581031452345,-17.76039593427368,0.03084260924503695
-17.76039593427368,-16.00498155402391,0.0382379607170766
-16.00498155402391,-14.249567173774139,0.0
-14.249567173774139,-12.49415279352437,0.0517175717774634
-12.49415279352437,-10.7387384132746,0.0
-10.7387384132746,-8.983324033024829,0.0
-8.983324033024829,-7.2279096527750575,0.025574707118230833
-7.2279096527750575,-5.472495272525286,0.053588535392211506
-5.472495272525286,-3.7170808922755185,0.07433905213168356
-3.7170808922755185,-1.9616665120257473,0.0313294748923179
-1.9616665120257473,-0.206252131775976,0.06714406883705476
-0.206252131775976,1.5491622484737917,0.06658198319522161
1.5491622484737917,3.304576628723563,0.06792947587410322
3.304576628723563,5.059991008973334,0.12281809510105315
5.059991008973334,6.8154053892231055,0.07136867660564156
6.8154053892231055,8.570819769472877,0.1318272369292687
8.570819769472877,10.326234149722644,0.023413863591395544
10.326234149722644,12.08164852997242,0.021844230122940726
12.08164852997242,13.837062910222187,0.025015885440118894
13.837062910222187,15.592477290471955,0.02328224423362755
15.592477290471955,17.34789167072173,0.0
17.34789167072173,19.103306050971497,0.023994659883324325
19.103306050971497,20.858720431221265,0.0
20.858720431221265,22.61413481147104,0.02711683665514663
22.61413481147104,24.369549191720807,0.022032832257082472
24.369549191720807,26.124963571970575,0.0
26.124963571970575,27.88037795222035,0.0
27.88037795222035,29.635792332470118,0.0
