horizon,n,win_rate,avg_ret,med_ret,avg_mdd,p05_ret,p95_ret
5,3,0.6666666666666666,-0.0023937419902624324,0.01195219123505975,-0.038953860842160716,-0.026842164054064123,0.012012526815813728
10,3,1.0,0.03353177075228123,0.03582554517133962,-0.04114608844813435,0.025096498740241512,0.04036140067098008
20,3,0.6666666666666666,-0.012185432326131193,0.021248339973439556,-0.08148581498803287,-0.06937049310545974,0.02159598784349783
